CONTRACT_ID,ENTITY_NAME,DEPARTMENT,MUNICIPALITY_TYPE,PROCESS_TYPE,CONTRACT_OBJECT,OBJETC_DETAIL,ESTIMATED_COST_ORIG,CONTRACT_VALUE_ORIG,ADDITIONAL_COST_ORIG,FINAL_COST_ORIG,YEAR,CONTRACT_DATE,START_DATE,ORIGINAL_DEADLINE,END_DATE,ID_ADJUDICACION,URLPROCESO,NIT_ENTIDAD,ID_CONTRATISTA,dpto_y_muni_contratista,MUNICIPALITY,ESTIMATED_COST_NORM,CONTRACT_VALUE_NORM,ADDITIONAL_COST_NORM,FINAL_COST_NORM,ADDITIONAL_TIME,FINAL_DEADLINE,PROJECT_INTENSITY_NORM,PROJECT_INTENSITY_ORIG,AWARD_GROWTH_NORM,AWARD_GROWTH_ORIG,COST_DEVIATION_ORIG,COST_DEVIATION_NORM,TIME_DEVIATION,OWNER,REGION,GROUP,COST_GROUP_QUANTILE
16-1-161975-5289686,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO RUTINARIO VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS DIRECCION TERRITORIAL CAQUETA,7028052185.0,649907681.0,167171898.0,817079579.0,2016.0,2016-10-21,2016-11-03,540.0,2018-10-03,5289686,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161975'},800215807,828001648,Caquetá,Bogot DC,10193.634370626074,942.6397386341386,242.46962890979106,1185.1093675439297,150.0,690.0,1.7456291456187751,1203532.7425925925,-90.75266284466271,-90.7526628446627,0.2572240687212312,0.25722406872123127,0.2777777777777778,OTHER,OTRA,Vias Rurales hasta 2020,3
15-1-148096-3997205,BOYACA  ALCALDIA MUNICIPIO DE CIENEGA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS URABANAS Y RURALES MUNICIPIO DE CIENEGA - DEPARTAMENTO DE BOYACA,1077274524.0,1076852509.0,0.0,1076852509.0,2015.0,2015-10-22,2015-11-02,60.0,2016-01-02,3997205,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148096'},800096746-1,900901404 3,Boyacá,Ciénega,1671.877898657562,1671.2229518119034,0.0,1671.2229518119034,0.0,60.0,27.853715863531722,17947541.816666666,-0.039174322848839954,-0.03917432284883403,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,3
15-1-137167-3773775,VALLE DEL CAUCA  ALCALDIA MUNICIPIO DE YUMBO,VALLE DEL CAUCA,TYPE_1,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION Y ADECUACION DE VIAS EN LA ZONA INDUSTRIAL DEL MUNICIPIO DE YUMBO DEL SECTOR PARCELACION LA Y; VALLE DEL CAUCA OCCIDENTE,26761079728.0,26745525438.0,0.0,26745525438.0,2015.0,2015-07-07,2015-07-13,170.0,2016-12-24,3773775,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-137167'},890399025,9008650702,Valle del Cauca,Yumbo,41531.899942577795,41507.760437650344,0.0,41507.760437650344,360.0,530.0,244.16329669206084,157326620.2235294,-0.058122804304224014,-0.05812280430421353,0.0,0.0,2.1176470588235294,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,4
17-1-184853-7168059,SANTANDER  ALCALDIA MUNICIPIO DE PUENTE NACIONAL,SANTANDER,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA UBICADA EN LA VEREDA JARANTIVA  (SECTOR PROVIDENCIA) EN EL MUNICIPIO DE PUENTE NACIONAL; DEPARTAMENTO DE SANTANDER,329073927.0,32900657.0,8027408.0,40928065.0,2018.0,2018-02-15,2018-03-30,90.0,2018-06-30,7168059,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-184853'},891703045-1,820003227,Boyacá,Puente Nacional,421.218939841944,42.11327219990733,10.27518745791957,52.38845965782689,0.0,90.0,0.467925246665637,365562.85555555555,-90.00204686529297,-90.00204686529297,0.24398929176399123,0.2439892917639911,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
15-1-144565-4095917,ANTIOQUIA  DISTRITO ESPECIAL DE CIENCIA TECNOLOGICA E INNOVACION DE MEDELLIN,ANTIOQUIA,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONFORMACION; PARCHEO; PAVIMENTACION; REPAVIMENTACION DE VIAS; OBRAS DE DRENAJE; ANDENES Y OBRAS COMPLEMENTARIAS EN LA COMUNA 80 SAN ANTONIO DE PRADO (JVE),1779588615.0,1750717720.0,0.0,1750717720.0,2015.0,2015-10-09,2015-11-03,90.0,2016-02-03,4095917,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-144565'},890905211-1,890949850,Antioquia,Medelln,2761.8353612167302,2717.02913013114,0.0,2717.02913013114,0.0,90.0,30.189212557012667,19452419.111111112,-1.6223353395638636,-1.6223353395638578,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,3
15-1-145002-4143911,CORDOBA  ALCALDIA MUNICIPIO DE BUENAVISTA,CÓRDOBA,TYPE_5,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO; MEJORAMIENTO Y CONSERVACION DE LA VIA BUENAVISTA EL PARAISO EN EL MUNICIPIO DE BUENAVISTA-DEPARTAMENTO DE CORDOBA.,571445518.0,570257674.0,232541986.0,802799660.0,2015.0,2015-09-10,2015-09-21,90.0,2015-12-21,4143911,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145002'},800096739,9001948080,Antioquia,Buenavista,886.8557740358501,885.0122976643129,360.8939023822457,1245.9062000465585,10.0,100.0,9.83346997404792,6336196.377777778,-0.2078665354060958,-0.20786653540609273,0.4077840537749607,0.40778405377496063,0.1111111111111111,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020,3
17-1-169835-6443692,CALDAS  GOBERNACION,CALDAS,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO MEDIANTE LA CONSTRUCCION DE HUELLAS EN CONCRETO; RED VIAL DEPARTAMENTO DE CALDAS,3189707705.0,483293072.0,0.0,483293072.0,2017.0,2017-06-23,2017-09-12,60.0,2017-11-12,6443692,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-169835'},890801052,901085565,Caldas,Manizales,4323.755186609499,655.1198793033101,0.0,655.1198793033101,20.0,80.0,10.918664655055169,8054884.533333333,-84.84835863667325,-84.84835863667325,0.0,0.0,0.3333333333333333,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,2
15-1-148926-4125972,ANTIOQUIA  ALCALDIA MUNICIPIO DE RIONEGRO,ANTIOQUIA,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",PAVIMENTACION DEL GRUPO III; SECTOR ESTE; VEREDAS  ABREITO ¿ OJO DE AGUA ¿ EL ROSAL; ZONA RURAL DEL MUNICIPIO DE RIONEGRO,3750000000.0,3749492884.0,0.0,3749492884.0,2015.0,2015-11-09,2015-11-30,60.0,2016-02-29,4125972,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148926'},890204646-3,9009061080,Antioquia,Rionegro,5819.818421665244,5819.031402188251,0.0,5819.031402188251,30.0,90.0,96.98385670313752,62491548.06666667,-0.013523093333345216,-0.013523093333333333,0.0,0.0,0.5,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,4
17-1-180546-6776073,CUNDINAMARCA  INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA  ICCU,BOGOTÁ DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION DE LA VIA BOQUERON  PANDI DEL DEPARTAMENTO DE CUNDINAMARCA,4670582470.0,4608747905.0,0.0,4608747905.0,2017.0,2017-12-18,2018-01-15,180.0,2018-07-15,6776073,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-180546'},900258711,9011379137,Cundinamarca,Bogotá DC,6331.130325043343,6247.311509698164,0.0,6247.311509698164,0.0,180.0,34.707286164989796,25604155.027777776,-1.3239154944201126,-1.323915494420121,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,OTRA,Vias Rurales hasta 2020,4
18-1-196009-8164906,RISARALDA  GOBERNACION,RISARALDA,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",PAVIMENTACION CALZADA DE LA AVENIDA MOLINOS DESDE EL SECTOR DE BARRO BLANCO HASTA PUENTE ESCONDIDO.,3215892403.0,3204154393.0,950235500.0,4154389893.0,2019.0,2019-02-01,2019-02-11,180.0,2020-01-13,8164906,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-196009'},891480085,901241922,Risaralda,Pereira,3883.383973984321,3869.209619183786,1147.4666592602969,5016.6762784440825,156.0,336.0,21.495608995465478,17800857.73888889,-0.36500008486135893,-0.3650000848613591,0.29656358073005007,0.29656358073004996,0.8666666666666667,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,4
19-21-15159-9398385,META  ALCALDIA MUNICIPIO DE VISTA HERMOSA,META,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO EN PAVIMENTO ASFALTICO DE LA VIA HACIA PINALITO DESDE EL K0+000 AL K1+670 EN EL MUNICIPIO DE VISTAHERMOSA; META,2179851699.0,2092893592.0,0.0,2092893592.0,2019.0,2019-12-26,2019-12-26,270.0,2020-09-21,9398385,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15159'},892099173,9013518658,Meta,Vistahermosa,2632.302357399205,2527.2952001893455,0.0,2527.2952001893455,0.0,270.0,9.360352593293872,7751457.748148148,-3.989175366374318,-3.989175366374316,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias Rurales hasta 2020,3
18-1-185748-7216744,CUNDINAMARCA  ALCALDIA MUNICIPIO DE LA PENA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO DE LA VIA QUE CONDUCE LA PENA - PASO DEL REJO; SECTOR LA PENA -  GUAYABAL EN EL MUNICIPIO DE LA PENA CUNDINAMARCA CONVENIO ICCU 815 - 2017,1500000000.0,1499897459.0,0.0,1499897459.0,2018.0,2018-03-05,2018-03-05,150.0,2018-08-05,7216744,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-185748'},No Definido,901160991,Cundinamarca,La Peña,1920.0196610013286,1919.8884071772895,0.0,1919.8884071772895,0.0,150.0,12.799256047848598,9999316.393333333,-0.006836066666661008,-0.006836066666666667,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,3
16-1-161843-5203591,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",¿MANTENIMIENTO RUTINARIO VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS DIRECCION TERRITORIAL BOYACA.,13136431993.0,476916512.0,121839873.0,598756385.0,2016.0,2016-10-13,2016-11-05,600.0,2018-12-05,5203591,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161843'},800215807,891801864,Boyacá,Bogot DC,19053.356626610876,691.7297169503448,176.7191085712628,868.4488255216077,150.0,750.0,1.152882861583908,794860.8533333334,-96.36951257195156,-96.36951257195155,0.2554742180954305,0.2554742180954305,0.25,OTHER,OTRA,Vias Rurales hasta 2020,2
16-1-157713-4867951,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",ATENCION OBRAS DE EMERGENCIA DE LA CARRETERA K12 - SAN MIGUEL COD 49382; 10 DEPARTAMENTO DE CALDAS,1334022042.0,1306521465.0,652114000.0,1958635465.0,2016.0,2016-07-15,2016-07-15,120.0,2017-01-15,4867951,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-157713'},800215807,9009857632,Bogotá D.C.,Bogot DC,1934.8935637568804,1895.0061497849752,945.8398300106606,2840.8459797956357,60.0,180.0,15.791717914874793,10887678.875,-2.061478456440674,-2.061478456440677,0.499122301063764,0.49912230106376393,0.5,OTHER,OTRA,Vias Rurales hasta 2020,3
15-1-138704-3915358,CUNDINAMARCA  ALCALDIA MUNICIPIO DE COGUA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",ADECUACION Y CONSTRUCCION DE AULA MULTIPLE EN LA INSTITUCION EDUCATIVA DEPARTAMENTAL LA PLAZUELA,300000000.0,298675401.0,0.0,298675401.0,2015.0,2015-07-31,2015-07-31,90.0,2015-10-31,3915358,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138704'},800100051-7,8300539731,Cundinamarca,Cogua,465.58547373321954,463.52976022348105,0.0,463.52976022348105,0.0,90.0,5.150330669149789,3318615.566666667,-0.44153299999999984,-0.441533,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
19-21-9605-9816999,VICHADA  GOBERNACION,VICHADA,OTHER,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIA RUTA 3805 PALMARITO - CHAPARRAL - STA RITA - PTO NARINO  SECTOR LA CUCHARA  K0+000 AL K5+400 MUNICIPIO DE CUMARIBO - VICHADA,1712218565.0,1711311314.0,0.0,1711311314.0,2019.0,2019-06-20,2019-08-22,120.0,2019-12-22,9816999,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9605'},800094067,901291184,Vichada,Puerto Carreño,2067.6071528626426,2066.5115925788173,0.0,2066.5115925788173,0.0,120.0,17.22092993815681,14260927.616666667,-0.05298686853102062,-0.05298686853100439,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ORINOQUIA,Vias Rurales hasta 2020,3
15-1-143083-6004164,CHOCO  ALCALDIA MUNICIPIO DE NOVITA,CHOCÓ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE 330 ML DE PAVIMENTO HIDRAULICO DE 3500 PSI; BULEVAR Y PLAZOLETA EN EL BARRIO BUENOS AIRES; CABECERA MUNICIPAL DE NOVITA - CHOCO ¿ OCCIDENTE,1223744387.0,1223714085.0,0.0,1223714085.0,2015.0,2015-08-24,2015-09-15,90.0,2015-12-14,6004164,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143083'},810002963-5,900885802,Chocó,Nóvita,1899.1920338325444,1899.1450065957943,0.0,1899.1450065957943,0.0,90.0,21.101611184397715,13596823.166666666,-0.002476170703774579,-0.002476170703776229,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,3
19-21-9524-8724025,CUNDINAMARCA  ALCALDIA MUNICIPIO DE TIBACUY,CUNDINAMARCA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA QUE COMUNICA LA VEREDA ALBANIA A LA VEREDA LA VUELTA SECTOR LOS PINOS DEL MUNICIPIO DE TIBACUY; CUNDINAMARCA,447341468.0,445560591.0,0.0,445560591.0,2019.0,2019-06-25,2019-07-22,120.0,2019-12-22,8724025,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9524'},800097176-6,901296044,Bogotá D.C.,Tibacuy,540.1917943862937,538.0412780335122,0.0,538.0412780335122,40.0,160.0,4.4836773169459345,3713004.925,-0.3981023731070795,-0.39810237310706903,0.0,0.0,0.3333333333333333,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
20-21-17549-10159407,LA GUAJIRA  ALCALDIA MUNICIPIO DE HATONUEVO,LA GUAJIRA,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE VIAS MEDIANTE PLACA HUELLA EN LOS MUNICIPIO DE HATONUEVO Y BARRANCAS LA GUAJIRA,22853341222.0,22288417963.0,0.0,22288417963.0,2020.0,2020-08-04,2020-08-04,120.0,2021-11-04,10159407,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-17549'},800255101,901399533,La Guajira,Hatonuevo,26034.703939266554,25391.138971956123,0.0,25391.138971956123,330.0,450.0,211.59282476630102,185736816.35833332,-2.4719503967155974,-2.4719503967156053,0.0,0.0,2.75,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020,4
18-1-191421-7462075,NARINO  ALCALDIA MUNICIPIO DE ALDANA,NARIÑO,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",EL MUNICIPIO DE ALDANA PRESENTA A SU CONSIDERACION EL ESTUDIO PREVIO PARA LA OBRA DENOMINADA MEJORAMIENTO EN PLACA HUELLA DE LA VIA ALDANA - PUPIALES; VEREDA LA LAGUNA; EN EL MUNICIPIO DE ALDANA - DEPARTAMENTO DE NARINO; CONFORME A LAS ESPECIFICACIONES TECNICAS Y CARACTERISTICAS; UNIDADES Y CANTIDADES; QUE SE SENALAN EN LOS CUADROS DE PRESUPUESTO OFICIALC,1246379392.0,1245364017.0,0.0,1245364017.0,2018.0,2018-07-05,2018-07-12,210.0,2019-02-12,7462075,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191421'},891901079-0,814003974,Nariño,Aldana,1595.3819584712548,1594.0822651623953,0.0,1594.0822651623953,0.0,210.0,7.590867929344739,5930304.842857143,-0.08146596505986357,-0.08146596505985876,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,3
18-1-186289-7252973,TOLIMA  ALCALDIA MUNICIPIO DE SANTA ISABEL,TOLIMA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA SAN JOSE COLON DEL MUNICIPIO DE SANTA ISABEL DEL DEPARTAMENTO DEL TOLIMA,1401846939.0,1401561363.0,0.0,1401561363.0,2018.0,2018-03-02,2018-03-02,180.0,2018-09-02,7252973,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-186289'},890072044,1110443738,Tolima,Santa Isabel,1794.3824563963535,1794.0169153732134,0.0,1794.0169153732134,0.0,180.0,9.966760640962296,7786452.016666667,-0.020371410890534514,-0.02037141089052947,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,3
15-1-139433-3746377,NARINO  ALCALDIA MUNICIPIO DE ARBOLEDA BERRUECOS,NARIÑO,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION Y MEJORAMIENTO DE LAS VIAS ARRAYANES; AGUADA; CHIRIURCO; SANTA TERESA Y EL OLIVO- LA CANADA DEL MUNICIPIO DE ARBOLEDA-NARINO,230188680.0,230188680.0,226840458.0,457029138.0,2015.0,2015-06-22,2015-07-15,90.0,2015-10-25,3746377,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139433'},800093386-8,59817418,Nariño,Arboleda,357.2416854194149,357.2416854194149,352.04540699930163,709.2870924187165,12.0,102.0,3.9693520602157215,2557652.0,0.0,0.0,0.9854544454575264,0.9854544454575263,0.13333333333333333,MUNICIPALITY,PACIFICA,Vias Rurales hasta 2020,2
17-1-171710-6153036,CUNDINAMARCA  ALCALDIA MUNICIPIO DE VIANI,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATAR EL MEJORAMIENTO DE LA VIA VIANI ¿ VEREDA MANILLAS SECTOR (K2+400 A K10+000) DEL MUNICIPIO DE  VIANI - DEPARTAMENTO DE CUNDINAMARCA.,280373832.0,280295658.0,0.0,280295658.0,2017.0,2017-06-01,2017-06-23,120.0,2017-10-23,6153036,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-171710'},890210951-1,11436534,Cundinamarca,Vianí,380.05608112596025,379.9501136614718,0.0,379.9501136614718,0.0,120.0,3.1662509471789315,2335797.15,-0.027882059977705702,-0.027882059977694353,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
16-1-161975-5289618,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO RUTINARIO VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS DIRECCION TERRITORIAL CAQUETA,7028052185.0,724435082.0,186342141.0,910777223.0,2016.0,2016-10-21,2016-11-03,540.0,2018-10-03,5289618,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161975'},800215807,800113116,Caquetá,Bogot DC,10193.634370626074,1050.7358449790052,270.2745516386131,1321.0103966176182,150.0,690.0,1.945807120331491,1341546.4481481481,-89.69223530317313,-89.69223530317312,0.25722407104519546,0.2572240710451954,0.2777777777777778,OTHER,OTRA,Vias Rurales hasta 2020,3
15-1-147319-4130775,HUILA  SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE NEIVA SAS SETP TRANSFEDERAL SAS  NEIVA,HUILA,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION; REHABILITACION DE VIAS; RENOVACION DE ANDENES Y OBRAS COMPLEMENTARIAS - FASE II; EN EL MARCO DE LA IMPLEMENTACION DEL SISTEMA ESTRATEGICO DE TRANSPORTE PUBLICO DE LA CIUDAD DE NEIVA.,5627288195.0,5532728735.0,0.0,5532728735.0,2015.0,2015-12-01,2015-12-21,150.0,2016-05-21,4130775,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147319'},900651344,9009104731,Huila,Neiva,8733.27880034143,8586.527097074571,0.0,8586.527097074571,0.0,150.0,57.24351398049714,36884858.233333334,-1.6803735071542785,-1.6803735071542751,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ANDINA,Vias Rurales hasta 2020,4
16-1-157645-4959060,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA BALSILLAS - SANTO DOMINGO - MINA 11 BLANCA. RUTA 30 TRAMO 3002 EN EL DEPARTAMENTO DE CAQUETA,1349983920.0,1324536720.0,0.0,1324536720.0,2016.0,2016-08-10,2016-08-10,90.0,2017-01-10,4959060,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-157645'},800215807,900996673,Bogotá D.C.,Bogot DC,1958.0450065631549,1921.135853681531,0.0,1921.135853681531,60.0,150.0,21.34595392979479,14717074.666666666,-1.8850002302249633,-1.8850002302249642,0.0,0.0,0.6666666666666666,OTHER,OTRA,Vias Rurales hasta 2020,3
19-21-7993-8562371,CESAR  ALCALDIA MUNICIPIO DE PUEBLO BELLO,CESAR,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONTRATO DE OBRA PUBLICA PARA EL MANTENIMIENTO RUTINARIO Y ADECUACION DE LA RED VIAL TERCIARIA DEL MUNICIPIO DE PUEBLO BELLO,401136268.0,401136268.0,0.0,401136268.0,2019.0,2019-03-26,2019-05-03,90.0,2019-08-03,8562371,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-7993'},800103021-1,900348220,Cesar,Pueblo Bello,484.3962295137396,484.3962295137396,0.0,484.3962295137396,0.0,90.0,5.38218032793044,4457069.644444444,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,CARIBE,Vias Rurales hasta 2020,1
15-1-145406-3909044,ANTIOQUIA  ALCALDIA MUNICIPIO DE TITIRIBI,ANTIOQUIA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PLACA HUELLA EN LA VEREDA LOS MICOS; MUNICIPIO DE TITIRIBI; DEPARTAMENTO DE ANTIOQUIA,185185186.0,185185186.0,0.0,185185186.0,2015.0,2015-09-08,2015-09-28,90.0,2016-01-28,3909044,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145406'},No Definido,713677595,Antioquia,Titiribí,287.39844184061457,287.39844184061457,0.0,287.39844184061457,31.0,121.0,3.193316020451273,2057613.177777778,0.0,0.0,0.0,0.0,0.34444444444444444,MUNICIPALITY,ANDINA,Vias Rurales hasta 2020,1
16-1-161843-5203528,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",¿MANTENIMIENTO RUTINARIO VIAS A CARGO DEL INSTITUTO NACIONAL DE VIAS DIRECCION TERRITORIAL BOYACA.,13136431993.0,509036162.0,258309814.0,767345976.0,2016.0,2016-10-13,2016-11-05,600.0,2019-05-05,5203528,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-161843'},800215807,820002515,Boyacá,Bogot DC,19053.356626610876,738.3167313312689,374.65797477717905,1112.974706108448,301.0,901.0,1.230527885552115,848393.6033333334,-96.12500439791222,-96.12500439791224,0.5074488480054193,0.5074488480054192,0.5016666666666667,OTHER,OTRA,Vias Rurales hasta 2020,2
